user_id,isbn
6253,9782226470157; 2226470158 9782020982290; 2020982293 2707319309; 9782707319302 2940110042; 9782940110049 9791034907656 9782081440067; 2081440067 9782200612856; 2200612850 9782226461506; 2226461507 9782035915986; 2035915988 9782351427569; 2351427564; 9782351427576; 2351427572; 9782351427583; 2351427580; 9782351427590; 2351427599; 9782351427606; 2351427602; 9782351427613; 2351427610; 9782351427620; 2351427629; 9782351427637; 2351427637; 9782351427644; 2351427645; 978235142765
6254,9783719040130; 3719040135 9782884747851; 2884747850 2880746361; 9782880746360 9782072981555; 2072981557 9782350173528; 2350173526 0691100497; 9780691100494 9782756026725; 2756026727 2889153029; 9782889153022 9782940641550; 2940641552 9782330159702; 2330159706
6255,9782416005435; 241600543X 9782205055641; 220505564X 9782700703825; 2700703820 9782807331129; 2807331122 9782330181734; 2330181736 9791038700642 9782800416953; 2800416955 2710145081; 9782710145080 9782714474346; 2714474349 9783719036980; 3719036987
6256,9782940235674; 2940235678 9782070146611; 2070146618; 9782711862467; 2711862461 2909422429; 9782909422428 2070113949; 9782070113941; 2070106721; 9782070106721 9782940486670; 2940486670 9782326003330; 2326003330; 9782326003347; 2326003349 9782203250956; 220325095X 9782725636092; 2725636094 9782070781607; 2070781607 9782367322520; 236732252X
6257,9782226471451; 2226471456 9782491467111; 2491467119 9782330168445; 2330168446 9782807339521; 2807339522 9782820317193; 2820317197; 9782820317209; 2820317200 9782358722001; 2358722006 9782882241481; 2882241488 9791036311710 9782228903370; 222890337X 9783905014624; 3905014629
6258,9782271068026; 2271068029 9782749172941; 2749172942 9782416004667; 2416004662 9782072857294; 2072857295 9782073005823; 2073005829 2718606932; 9782718606934 9782895963134; 2895963134 9782070113446; 2070113442 085255947X; 9780852559475; 0852559488; 9780852559482; 1930618409; 9781930618404; 1930618417; 9781930618411 nan
6259,9782707148490; 2707148490 2070761096; 9782070761098 9782213592039; 2213592039 9782013201018; 201320101X; 9782013239769; 2013239769; 9782012031791; 201203179X 9783037782743; 3037782749 9782216158652; 2216158658 2070288730; 9782070288731 9782369121084; 2369121084 276050817X; 9782760508170 9782940481422; 2940481423
6260,9782200624767; 220062476X 9782742463022; 274246302X nan 9782845977464; 2845977468 9782880749545; 2880749549 2710142465; 9782710142461 9782017061021; 2017061026 9782072792885; 2072792886 9782809844559; 2809844550 9782844147813; 284414781X
6261,9782754834186; 2754834184 9782807331051; 280733105X nan 9782221263334; 2221263332 9782072995316; 2072995310 9782321012443; 2321012447 0791402630; 9780791402634 2882240384; 9782882240385 9783725587070; 3725587078 9783740817220; 3740817224
6262,2047289602; 9782047289600; 2040289127; 9782040289126; 2047289580; 9782047289587; 2047289599; 9782047289594; 2047289513; 9782047289518; 2047289637; 9782047289631; 2047289653; 9782047289655; 2047289645; 9782047289648; 2047289629; 9782047289624; 2047289661;  9791032927823 9782708253803; 2708253808 2904388494; 9782904388491 9791032700051 9782268063447; 2268063445 9782715260269; 2715260261 9782070355556; 2070355551 9782017210160; 2017210161 9782413026600; 2413026606; 9782413026617; 2413026614; 9782413025085; 2413025081
6263,9783727223693; 3727223693; 9783727223709; 3727223707; 9783727223747; 372722374X 9783037643884; 3037643889; 9782840668220; 284066822X 2880492173; 9782880492175 9782889081851; 2889081850 9782130731191; 2130731198 9782226319517; 2226319514 9782011403216; 2011403219 9782365010696; 2365010695 9782707193162; 270719316X 9782807307834; 2807307833
6264,2493117190; 9782493117199 9782070117987; 2070117987 9782017206903; 2017206903 9782416008856; 2416008854 9782326001749; 2326001745 9782842421588; 2842421582 9782246838265; 2246838266 9782889012398; 2889012395 9782221254530; 2221254538 9782804155223; 2804155226
6265,9782373950823; 2373950820 2825708909; 9782825708903 9782889322497; 2889322491; 9782889322664; 2889322661; 9782889322800; 2889322807; 9782889322817; 2889322815 9782376971740; 2376971748 9782070323517; 207032351X; 9782070323524; 2070323528 3110182653; 9783110182651 2752913400; 9782752913401 9782228902410; 2228902411 2747596060; 9782747596060 2858700192; 9782858700196
6266,9782266182690; 2266182692; 9782266182706; 2266182706; 9782266182713; 2266182714; 9782266305754; 2266305751 9782896196876; 2896196870 9782810438082; 2810438080 9782882955296; 2882955294 2829000919; 9782829000911 9782330070748; 2330070748 9783725575565; 3725575568 2940146195; 9782940146192 9782715411395; 2715411391 9782294739293; 2294739299
6267,9782305082493; 2305082495 9782036018433; 2036018432 2718606932; 9782718606934 9782492270000; 2492270009; 9789973581020; 9973581024 9782343233802; 2343233802 9782017208754; 2017208752 9782812409912; 2812409916; 9782812409905; 2812409908; 9782406098393; 2406098397; 9782406098409; 2406098400; 9782406123316; 2406123316; 9782406123323; 2406123324 9782017888109; 2017888109 9782070144310; 2070144313; 9782072849862; 2072849861; 9782072849893; 2072849896 9782702181799; 2702181791
6268,9782889550579; 2889550575 9782493594686; 2493594681 9782757840016; 2757840010 9782379314421; 237931442X 9791027904570 207076186X; 9782070761869; 2070762904; 9782070762903 2851088874; 9782851088871 9782020989510; 2020989514 9782017067719; 2017067717 9782809710298; 2809710295
6269,3727294361; 9783727294365 9782348046230; 2348046237 9782067244993; 206724499X nan 2070113760; 9782070113767 9782020611220; 2020611228 2213024545; 9782213024547 2130370152; 9782130370154 9783725587780; 3725587787 0729408760; 9780729408769
6270,9782348075445; 234807544X 9782330177409; 2330177402 9782714497314; 2714497314 9782070757862; 2070757862 372555028X; 9783725550289; 2802721658; 9782802721659 9782889681129; 2889681122 9782889072569; 2889072568 9782380460216; 2380460213 9782021476989; 2021476987 9782021059946; 2021059944
6271,9782820317193; 2820317197; 9782820317209; 2820317200 9782845802551; 2845802552; 9782845802568; 2845802560; 9782845802575; 2845802579; 9782845803343; 2845803346; 9782845803350; 2845803354; 9782845803367; 2845803362; 9782845803978; 2845803974; 9782845804258; 2845804253; 9782845804265; 2845804261; 978284580454 9782806101594; 280610159X 3050027991; 9783050027999 9782883510807; 2883510806 9782226450227; 222645022X; 9782226450234; 2226450238; 9782226467447; 2226467440; 9782226467454; 2226467459 9782812623394; 281262339X 9782829003554; 2829003551 9782823615166; 2823615164 9782849752623; 2849752622
6272,9782367782140; 2367782148 9791028524807 9782352043201; 2352043204 2020136147; 9782020136143 9782505113799; 2505113793; 9782505114932; 2505114935; 9782505119197; 2505119198; 9782505120193; 2505120196; 9782505120209; 250512020X; 9782505126140; 2505126143 9783725568918; 372556891X 9782885004380; 288500438X 9782351782866; 2351782860 9782804707828; 2804707822 9782728808519; 2728808511
6273,2825102962; 9782825102961 9782344001677; 2344001670 9781478007937; 1478007931; 9781478008460; 1478008466 9782226476364; 2226476369 2080117645; 9782080117649 9782379221880; 237922188X 9782858150366; 2858150362 9783725587285; 3725587280 9782221124437; 222112443X 9782379222191; 2379222193
6274,9782090319934; 2090319933 9783796537134; 3796537138 9782355927157; 2355927154; 9782355927416; 2355927413; 9782355927683; 2355927685; 9782355928000; 2355928002; 9782355928369; 2355928363; 9782355928437; 2355928436; 9782355928789; 2355928789; 9782355929250; 2355929254; 9782355929977; 2355929971; 979103270065 9782885002645; 2885002646 9782491929008; 2491929007 9783725570348; 3725570345 9782367177373; 2367177376 9782412065037; 2412065039 9782493816269; 2493816269 9782317033094; 2317033095
6275,9791021058309 nan 9782885004229; 2885004223 2080415859; 9782080415851 9782080289759; 2080289756 9782356877543; 2356877541 2940110638; 9782940110636 3952223700; 9783952223703; 3952223719; 9783952223710; 3952223727; 9783952223727; 3952223735; 9783952223734 2742735844; 9782742735846 9782849027417; 2849027413
6276,9782885002799; 2885002794; 9782885002805; 2885002808; 9782885002812; 2885002816 9783905782691; 3905782693; 9783906211084; 3906211088; 9783905782608; 390578260X; 9783905782653; 3905782650; 9783905782660; 3905782669; 9783905782677; 3905782677; 9783905782684; 3905782685 9782380352689; 2380352682 9783725586752; 3725586756 9783727233630; 372723363X; 9783727233722; 3727233729 2070112160; 9782070112166 9791027904570 9782311626223; 2311626221 9782724639803; 2724639804 9782070362387; 2070362388
6277,9782294764219; 2294764218 9782262104979; 2262104972 nan 9782725628615; 272562861X 9782370730145; 2370730145; 9782370730541; 2370730544; 9782370730947; 2370730943; 9782370731258; 2370731257; 9782370733528; 2370733527; 9782370734242; 2370734248 9782326002425; 2326002423; 9782326002555; 2326002555 9782257206787; 2257206789 9782765025238; 2765025231 9782415003876; 2415003875 9782889154616; 2889154610
6278,9782761335584; 2761335589 2213594570; 9782213594576 9782940418824; 2940418829 9780571365432; 0571365434 nan 3822822140; 9783822822142 3719045404; 9783719045401 9782311663129; 2311663127 9791032928295 9782213718453; 2213718458
6279,9782352213451; 2352213452 9782924142462; 2924142466 2011704189; 9782011704184 9782075129763; 2075129762 288049141X; 9782880491413 9791021052925 9782883401723; 2883401721 9782200244170; 2200244177 9782867446825; 2867446821 9782738155788; 2738155782
6280,9782205075472; 2205075470 9782092791172; 2092791176 9782505070405; 2505070407 9791022613033 9782849380277; 284938027X 9782746763029; 2746763028 9782415005108; 241500510X 9782234090507; 2234090504 9791034900343 3905312662; 9783905312669
6281,9782213726052; 2213726051 9782889086412; 2889086410 9782749951522; 2749951526 9782743657857; 2743657855 9791021047761 2951126212; 9782951126213 9782742464326; 2742464328 9782073001764; 2073001769 9791028522315 9782880495442; 288049544X
6282,9782765030652; 2765030650 9783719042837; 3719042839 9782711201846; 2711201848 2222041120; 9782222041122; 9782271066145; 227106614X 9782732499048; 2732499048; 9782732499086; 2732499080; 9782732499123; 2732499129 9782607001819; 2607001811 9782810206742; 2810206740 9782811652128; 2811652124; 9782811652135; 2811652132; 9782811652142; 2811652140; 9782811652159; 2811652159; 9782811652166; 2811652167; 9782811652173; 2811652175; 9782811652180; 2811652183; 9782811652197; 2811652191; 9782811652203; 2811652205; 978281165221 125022389X; 9781250223890 9782603029329; 2603029320
6283,241301036X; 9782413010364 9782330082314; 2330082312 9783719029807; 3719029808; 9783719029814; 3719029816; 9783719031978; 3719031977 nan 2072968348; 9782072968341 2080117645; 9782080117649 3126050476; 9783126050470 9782019466640; 2019466643 9782385530044; 238553004X 9782228924481; 2228924482
6284,9782081272941; 2081272946 9782014016420; 2014016429 9782715409705; 2715409702 9782290387467; 2290387460 9782363391865; 2363391861 9782714498489; 2714498485 9782372875431; 2372875434; 9782372875622; 2372875620; 9782372875646; 2372875647; 9782372876056; 2372876058 9781107656178; 1107656176 9783468490446; 3468490445 9782883871472; 2883871477
6285,9782330150099; 2330150091 9781444955040; 1444955047 9782413040569; 2413040560 9782017201434; 201720143X 9782212572469; 2212572468 9782251448046; 2251448047 9782884805315; 2884805311 9782227500679; 2227500670 9782846822503; 2846822506 2890746895; 9782890746893
6286,9782413021919; 2413021914; 9782413021926; 2413021922 9782372870436; 2372870432; 9782372870610; 2372870610; 9782372870757; 2372870750; 9782372871198; 2372871196; 9782372871808; 2372871803; 9782372872409; 2372872400; 9782372872843; 2372872842; 9782372873390; 2372873393; 9782372873406; 2372873407; 978237287459 9782753582422; 2753582424 9782035880840; 203588084X 9782305094915; 2305094914 2505119775; 9782505119777 9782344007358; 2344007350; 9782344007365; 2344007369; 9782344007372; 2344007377; 9782344014899; 2344014896; 9782344014905; 234401490X; 9782344019849; 2344019847; 9782344020371; 2344020373; 9782344023198; 2344023194; 9782344023945; 2344023941; 978234402765 nan 9782490155729; 2490155725 nan
6287,9791032701881; 9791032702468; 9791032702734; 9791032703199; 9791032704004 2224023472; 9782224023478 3258069174; 9783258069173 9780571384396; 0571384390 9782348045394; 2348045397 2213620423; 9782213620428 2070532860; 9782070532865 9782355926990; 2355926999; 9782355927140; 2355927146; 9782355927430; 235592743X; 9782355927829; 2355927820; 9782355928307; 2355928304; 9782355929182; 2355929181; 9782355929762; 2355929769; 9791032700570; 9791032701799 9782100515837; 2100515837 9782940235513; 2940235511
6288,9791036001291 9782070131631; 2070131637 nan nan 9782340075443; 2340075440 9782760542457; 2760542459 2738107583; 9782738107589 9782889012480; 2889012484 9782889730414; 2889730417 9782070299737; 2070299732
6289,9782246822691; 2246822696 2717870199; 9782717870190 9782952918701; 2952918708 9782017172024; 2017172022 2802708228; 9782802708223 9782828921149; 282892114X nan 9782348043444; 2348043440 nan 3908048435; 9783908048435
6290,nan 9782851809742; 2851809741 9782070402472; 2070402479 9782294715846; 2294715845 9782707175472; 2707175471 2826510967; 9782826510963 2850362905; 9782850362903 9782218926242; 2218926245 9782714495099; 2714495095 9782100844395; 2100844393
6291,236717427X; 9782367174273 9782067257856; 2067257854 9782810202898; 2810202893 9782381511085; 2381511083; 9782381511290; 2381511296; 9782381511467; 2381511466; 9782381511757; 238151175X 9782200621650; 2200621655 9782384922253; 2384922254 9782889303311; 2889303314 9782889442164; 2889442160 9782350307145; 235030714X 9782221240366; 2221240367
6292,9782205088250; 2205088254 9782262041892; 226204189X 9782205087338; 2205087339; 9782205202816; 2205202812; 9782205207927; 220520792X nan 9782226473998; 2226473998 9782073030542; 2073030548 9782412088418; 2412088411 2853994074; 9782853994071 2841561313; 9782841561315; 2950232817; 9782950232816 155738486X; 9781557384867
6293,9782358322775; 2358322776 8843085212; 9788843085217; 8843085220; 9788843085224; 8843085239; 9788843085231; 8843085247; 9788843085248 0521859778; 9780521859776; 052181345X; 9780521813457; 052185976X; 9780521859769 9782290252949; 2290252948 2213616299; 9782213616292; 9782213619545; 2213619549 9782017206934; 2017206938; 9782017207009; 2017207004; 9782017206941; 2017206946; 9782017206958; 2017206954 9782080701114; 2080701118 2804123537; 9782804123536 9783725568727; 3725568723; 9783725569465; 3725569460 9782130561194; 2130561195
6294,9782365697798; 2365697798 9782212128185; 2212128185 9782940700110; 2940700117 9782070117987; 2070117987 9782815948838; 2815948834 9782348055614; 2348055619 9782021056983; 2021056988 9781108477970; 1108477976 9782091224183; 2091224189; 9782091224206; 2091224200; 9782091224190; 2091224197 9791032922194
6295,9782715412033; 2715412037 9782234077430; 2234077435 9791037504081 9782017206934; 2017206938; 9782017207009; 2017207004; 9782017206941; 2017206946; 9782017206958; 2017206954 9782344033463; 2344033467 9783727288524; 3727288523 9782367176932; 2367176930 9783727231285; 3727231289 9782940648573; 2940648573 9782872931507; 2872931503
6296,2204144029; 9782204144025 9782324032042; 232403204X 9782221202081; 2221202082 9783906230672; 3906230678 9783836532570; 3836532573 9782940518760; 2940518769 9782819507468; 2819507468 9782330171865; 2330171862 9782606014209; 2606014200 9783727288517; 3727288515
6297,9783725579884; 3725579881 9782224032890; 2224032897 9791039703338 9782081470408; 2081470403 9783727295492; 372729549X 9782246835332; 224683533X 9782072692994; 2072692997 9782384360840; 2384360841 2724707397; 9782724707397 9788882656201; 8882656209
